t_ms,PWM,Presion_kPa,,,
23570,106,36.031,,,
23580,107,35.963,,,
23590,107,35.963,,,
23600,106,36.069,,,
23610,106,36.188,,,
23620,106,36.056,,,
23630,106,36.069,,,
23640,106,36.013,,,
23650,106,36.138,,,
23660,106,36.075,,,
23670,106,36.081,,,
23680,106,35.95,,,
23690,106,35.988,,,
23700,106,36.075,,,
23710,106,36.106,,,
23720,106,36,,,
23730,106,35.963,,,
23740,106,35.963,,,
23750,106,36.006,,,
23760,106,36.056,,,
23770,106,35.95,,,
23780,106,35.938,,,
23790,107,35.856,,,
23800,106,35.938,,,
23810,106,35.963,,,
23820,106,35.969,,,
23830,106,35.981,,,
23840,106,36.006,,,
23850,106,35.975,,,
23860,107,35.894,,,
23870,107,35.913,,,
23880,107,35.919,,,
23890,106,36.019,,,
23900,107,35.919,,,
23910,107,35.894,,,
23920,107,35.894,,,
23930,107,36.006,,,
23940,106,36.081,,,
23950,107,35.988,,,
23960,107,35.994,,,
23970,106,36.044,,,
23980,106,36.206,,,
23990,106,36.138,,,
24000,106,36.069,,,
24010,106,36.038,,,
24020,106,36.163,,,
24030,106,36.225,,,
24040,106,36.188,,,
24050,106,36.1,,,
24060,106,36.119,,,
24070,106,36.188,,,
24080,106,36.113,,,
24090,106,36.113,,,
24100,106,36.006,,,
24110,106,36.006,,,
24120,106,36.006,,,
24130,106,36.1,,,
24140,106,36.05,,,
24150,106,35.963,,,
24160,106,35.938,,,
24170,106,35.994,,,
24180,106,35.969,,,
24190,106,35.95,,,
24200,106,36.038,,,
24210,106,36.038,,,
24220,106,36,,,
24230,106,35.894,,,
24240,106,35.856,,,
24250,106,35.881,,,
24260,106,35.975,,,
24270,106,36.006,,,
24280,106,35.869,,,
24290,106,35.831,,,
24300,106,35.9,,,
24310,106,35.969,,,
24320,106,35.894,,,
24330,106,35.881,,,
24340,107,35.788,,,
24350,107,35.844,,,
24360,107,35.881,,,
24370,107,35.95,,,
24380,107,35.894,,,
24390,107,35.856,,,
24400,107,35.925,,,
24410,107,36.031,,,
24420,107,36.044,,,
24430,107,35.963,,,
24440,107,36.031,,,
24450,106,36.094,,,
24460,106,36.156,,,
24470,106,36.075,,,
24480,106,36.063,,,
24490,106,36.131,,,
24500,106,36.119,,,
24510,106,36.119,,,
24520,106,36.131,,,
24530,106,36.206,,,
24540,106,36.113,,,
24550,106,36.094,,,
24560,106,35.988,,,
24570,106,36.063,,,
24580,106,36.063,,,
24590,106,36.094,,,
24600,106,35.988,,,
24610,106,35.894,,,
24620,106,35.975,,,
24630,106,36.025,,,
24640,106,36.05,,,
24650,106,35.944,,,
24660,106,35.906,,,
24670,106,35.906,,,
24680,106,36.006,,,
24690,106,35.931,,,
24700,106,35.931,,,
24710,107,35.794,,,
24720,107,35.863,,,
24730,106,35.944,,,
24740,106,36.038,,,
24750,106,35.95,,,
24760,107,35.894,,,
24770,106,35.956,,,
24780,106,35.975,,,
24790,106,36.063,,,
24800,107,35.906,,,
24810,107,35.888,,,
24820,107,35.838,,,
24830,107,35.963,,,
24840,107,35.806,,,
24850,107,35.944,,,
24860,107,36.044,,,
24870,106,36.088,,,
24880,106,36.044,,,
24890,107,36,,,
24900,106,36.119,,,
24910,106,36.106,,,
24920,106,36.175,,,
24930,106,36.006,,,
24940,106,36.081,,,
24950,106,36.175,,,
24960,106,36.206,,,
24970,106,36.15,,,
24980,106,36.025,,,
24990,106,36.094,,,
25000,106,36.075,,,
25010,106,36.144,,,
25020,106,36,,,
25030,106,35.969,,,
25040,106,35.9,,,
25050,106,36.025,,,
25060,106,36.081,,,
25070,106,35.988,,,
25080,106,35.919,,,
25090,106,35.944,,,
25100,106,36.019,,,
25110,106,36.019,,,
25120,106,36.019,,,
25130,106,35.875,,,
25140,106,35.831,,,
25150,106,35.919,,,
25160,106,36,,,
25170,106,35.863,,,
25180,106,35.944,,,
25190,106,35.994,,,
25200,106,36.006,,,
25210,106,35.919,,,
25220,107,35.856,,,
25230,107,35.919,,,
25240,106,35.969,,,
25250,106,35.969,,,
25260,107,35.869,,,
25270,107,35.844,,,
25280,107,35.881,,,
25290,107,36.019,,,
25300,106,36.05,,,
25310,107,35.938,,,
25320,107,35.988,,,
25330,107,36.019,,,
25340,106,36.138,,,
25350,106,36.044,,,
25360,107,36.006,,,
25370,107,35.944,,,
25380,106,36.106,,,
25390,106,36.144,,,
25400,106,36.069,,,
25410,106,36.013,,,
25420,106,36.075,,,
25430,106,36.194,,,
25440,106,36.094,,,
25450,106,36.031,,,
25460,106,35.956,,,
25470,106,36.056,,,
25480,106,36.013,,,
25490,106,36.088,,,
25500,106,36.006,,,
25510,106,36.131,,,
25520,106,36.069,,,
25530,106,35.969,,,
25540,106,35.906,,,
25550,106,35.919,,,
25560,106,36.031,,,
25570,106,36.006,,,
25580,106,35.956,,,
25590,106,35.856,,,
25600,107,35.875,,,
25610,107,35.906,,,
25620,106,35.994,,,
25630,106,35.969,,,
25640,107,35.881,,,
25650,107,35.925,,,
25660,106,35.988,,,
25670,106,36.056,,,
25680,107,35.938,,,
25690,107,35.931,,,
25700,107,35.888,,,
25710,106,36.05,,,
25720,106,36.05,,,
25730,106,36.05,,,
25740,107,35.919,,,
25750,107,36,,,
25760,106,36.106,,,
25770,106,36.088,,,
25780,106,36.031,,,
25790,106,35.988,,,
25800,106,36.063,,,
25810,106,36.075,,,
25820,106,36.056,,,
25830,106,35.975,,,
25840,107,35.875,,,
25850,106,36.056,,,
25860,106,36.006,,,
25870,107,35.888,,,
25880,106,35.963,,,
25890,106,36.069,,,
25900,106,36.025,,,
25910,106,35.994,,,
25920,107,35.938,,,
25930,106,35.975,,,
25940,106,35.988,,,
25950,106,36.013,,,
25960,107,35.919,,,
25970,107,35.875,,,
25980,107,35.906,,,
25990,107,36.013,,,
26000,106,36.106,,,
26010,107,35.95,,,
26020,107,35.963,,,
26030,107,36.013,,,
26040,106,36.125,,,
26050,106,36.025,,,
26060,106,36.019,,,
26070,107,35.925,,,
26080,106,36.038,,,
26090,106,36.106,,,
26100,106,36.094,,,
26110,106,35.994,,,
26120,106,35.994,,,
26130,106,36.063,,,
26140,106,36.075,,,
26150,106,36.013,,,
26160,107,35.925,,,
26170,107,35.913,,,
26180,106,36.1,,,
26190,106,35.944,,,
26200,107,35.831,,,
26210,107,35.975,,,
26220,106,36.031,,,
26230,106,36.019,,,
26240,107,35.95,,,
26250,107,35.925,,,
26260,106,36.019,,,
26270,106,36.025,,,
26280,106,36.038,,,
26290,107,35.956,,,
26300,107,35.925,,,
26310,107,35.988,,,
26320,106,36.069,,,
26330,106,36.056,,,
26340,107,35.95,,,
26350,106,36,,,
26360,106,36.044,,,
26370,106,36.138,,,
26380,106,35.988,,,
26390,106,35.988,,,
26400,107,35.869,,,
26410,106,36.019,,,
26420,106,36.069,,,
26430,106,36,,,
26440,107,35.894,,,
26450,107,35.906,,,
26460,106,36.038,,,
26470,106,36.056,,,
26480,106,36.031,,,
26490,107,35.9,,,
26500,107,35.906,,,
26510,107,35.988,,,
26520,107,35.894,,,
26530,107,35.894,,,
26540,107,36.05,,,
26550,106,36.131,,,
26560,107,36.038,,,
26570,107,36.019,,,
26580,106,36.056,,,
26590,106,36.238,,,
26600,106,36.131,,,
26610,106,36.125,,,
26620,106,36.063,,,
26630,106,36.175,,,
26640,106,36.225,,,
26650,106,36.169,,,
26660,106,36.038,,,
26670,106,36.069,,,
26680,106,36.156,,,
26690,106,36.113,,,
26700,106,36.063,,,
26710,106,35.981,,,
26720,106,35.956,,,
26730,106,35.95,,,
26740,106,36.019,,,
26750,106,36.006,,,
26760,106,35.919,,,
26770,106,35.856,,,
26780,106,35.975,,,
26790,106,36.031,,,
26800,106,36.006,,,
26810,106,35.919,,,
26820,106,35.869,,,
26830,106,35.906,,,
26840,106,35.944,,,
26850,106,36.006,,,
26860,106,35.85,,,
26870,106,35.975,,,
26880,106,35.994,,,
26890,106,35.919,,,
26900,107,35.813,,,
26910,107,35.875,,,
26920,106,35.988,,,
26930,106,35.988,,,
26940,107,35.913,,,
26950,107,35.856,,,
26960,107,35.906,,,
26970,107,35.956,,,
26980,107,36.013,,,
26990,107,35.944,,,
27000,107,35.919,,,
27010,107,36.038,,,
27020,106,36.094,,,
27030,106,36.106,,,
27040,107,35.994,,,
27050,106,36.038,,,
27060,106,36.088,,,
27070,106,36.156,,,
27080,106,36.088,,,
27090,106,36.025,,,
27100,106,36.038,,,
27110,106,36.131,,,
27120,106,36.181,,,
27130,106,36.063,,,
27140,106,36.019,,,
27150,106,35.994,,,
27160,106,36.125,,,
27170,106,36.025,,,
27180,106,36.013,,,
27190,106,35.963,,,
27200,106,36.038,,,
27210,106,35.981,,,
27220,106,35.888,,,
27230,106,35.888,,,
27240,106,35.981,,,
27250,106,36.038,,,
27260,106,35.938,,,
27270,106,35.913,,,
27280,107,35.863,,,
27290,106,35.938,,,
27300,106,35.963,,,
27310,106,35.944,,,
27320,107,35.888,,,
27330,107,35.869,,,
27340,107,35.925,,,
27350,107,36,,,
27360,107,35.994,,,
27370,107,35.906,,,
27380,107,35.981,,,
27390,107,36.025,,,
27400,106,36.113,,,
27410,106,36.013,,,
27420,107,36,,,
27430,106,36.006,,,
27440,106,36.15,,,
27450,106,36.181,,,
27460,106,36.044,,,
27470,106,36.088,,,
27480,106,36.131,,,
27490,106,36.181,,,
27500,106,36.075,,,
27510,106,36.05,,,
27520,106,35.975,,,
27530,106,36.106,,,
27540,106,35.994,,,
27550,106,35.944,,,
27560,106,36,,,
27570,106,36.063,,,
27580,106,36.094,,,
27590,106,35.956,,,
27600,106,35.95,,,
27610,106,35.938,,,
27620,106,36.025,,,
27630,106,35.95,,,
27640,106,35.925,,,
27650,106,35.838,,,
27660,106,35.9,,,
27670,106,35.938,,,
27680,106,35.981,,,
27690,106,35.925,,,
27700,107,35.863,,,
27710,107,35.9,,,
27720,107,35.956,,,
27730,106,36.056,,,
27740,107,35.9,,,
27750,107,35.888,,,
27760,107,35.863,,,
27770,107,36.013,,,
27780,107,36.006,,,
27790,107,35.975,,,
27800,107,35.988,,,
27810,106,36.113,,,
27820,106,36.238,,,
27830,106,36.119,,,
27840,106,36.088,,,
27850,106,36.106,,,
27860,106,36.325,,,
27870,106,36.056,,,
27880,106,36.169,,,
27890,106,36.244,,,
27900,106,36.238,,,
27910,106,36.106,,,
27920,106,36.119,,,
27930,106,36.156,,,
27940,106,36.181,,,
27950,106,36.131,,,
27960,106,36.044,,,
27970,106,35.981,,,
27980,106,36.019,,,
27990,106,36.113,,,
28000,106,36.075,,,
28010,106,36.006,,,
28020,106,35.931,,,
28030,106,35.994,,,
28040,106,36.05,,,
28050,106,36.019,,,
28060,106,35.994,,,
28070,106,35.85,,,
28080,106,35.919,,,
28090,106,35.944,,,
28100,106,35.975,,,
28110,106,35.894,,,
28120,106,35.813,,,
28130,106,35.844,,,
28140,106,35.956,,,
28150,106,36.056,,,
28160,106,35.925,,,
28170,106,35.85,,,
28180,106,35.888,,,
28190,106,36,,,
28200,106,35.775,,,
28210,106,35.856,,,
28220,106,35.869,,,
28230,106,35.944,,,
28240,106,35.906,,,
28250,107,35.825,,,
28260,107,35.8,,,
28270,106,35.944,,,
28280,106,35.988,,,
28290,107,35.919,,,
28300,107,35.913,,,
28310,107,35.906,,,
28320,107,35.994,,,
28330,107,35.988,,,
28340,107,35.95,,,
28350,107,35.913,,,
28360,107,35.975,,,
28370,106,36.119,,,
28380,106,36.131,,,
28390,106,36.081,,,
28400,106,36.088,,,
28410,106,36.206,,,
28420,106,36.2,,,
28430,106,36.188,,,
28440,106,36.05,,,
28450,106,36.088,,,
28460,106,36.169,,,
28470,106,36.231,,,
28480,106,36.113,,,
28490,106,36.025,,,
28500,106,36.1,,,
28510,106,36.1,,,
28520,106,36.163,,,
28530,106,35.994,,,
28540,106,36.075,,,
28550,106,36.056,,,
28560,106,36.063,,,
28570,106,35.931,,,
28580,106,35.906,,,
28590,106,35.981,,,
28600,106,36.038,,,
28610,106,36.013,,,
28620,106,35.931,,,
28630,106,35.944,,,
28640,106,35.95,,,
28650,106,36.05,,,
28660,106,35.925,,,
28670,106,35.919,,,
28680,106,35.788,,,
28690,106,35.9,,,
28700,106,35.963,,,
28710,106,36,,,
28720,106,35.881,,,
28730,106,35.831,,,
28740,106,35.888,,,
28750,106,35.925,,,
28760,106,35.981,,,
28770,106,35.875,,,
28780,107,35.819,,,
28790,107,35.794,,,
28800,107,35.931,,,
28810,107,35.894,,,
28820,107,35.9,,,
28830,107,35.794,,,
28840,107,35.931,,,
28850,107,36.031,,,
28860,106,36.088,,,
28870,107,35.888,,,
28880,106,36.156,,,
28890,106,36.125,,,
28900,106,36.038,,,
28910,106,36.1,,,
28920,106,36.188,,,
28930,106,36.25,,,
28940,106,36.125,,,
28950,106,36.113,,,
28960,106,36.156,,,
28970,106,36.181,,,
28980,106,36.163,,,
28990,106,36.031,,,
29000,106,36.006,,,
29010,106,36.031,,,
29020,106,36.138,,,
29030,106,36.075,,,
29040,106,35.988,,,
29050,106,35.925,,,
29060,106,36.019,,,
29070,106,36.119,,,
29080,106,36.05,,,
29090,106,35.988,,,
29100,106,35.919,,,
29110,106,35.963,,,
29120,106,35.981,,,
29130,106,36.013,,,
29140,106,35.906,,,
29150,106,35.875,,,
29160,106,35.9,,,
29170,106,36.006,,,
29180,106,36.05,,,
29190,106,35.956,,,
29200,106,35.925,,,
29210,106,36.038,,,
29220,106,35.938,,,
29230,106,35.838,,,
29240,106,35.863,,,
29250,106,35.9,,,
29260,106,35.994,,,
29270,106,35.906,,,
29280,107,35.825,,,
29290,107,35.863,,,
29300,106,35.956,,,
29310,106,36.056,,,
29320,106,35.944,,,
29330,107,35.881,,,
29340,107,35.906,,,
29350,106,36,,,
29360,106,36.006,,,
29370,107,35.981,,,
29380,107,35.869,,,
29390,107,35.925,,,
29400,106,36.031,,,
29410,106,36.1,,,
29420,106,36.006,,,
29430,107,35.994,,,
29440,106,36.013,,,
29450,106,36.075,,,
29460,106,36.094,,,
29470,106,35.981,,,
29480,107,35.956,,,
29490,107,35.95,,,
29500,106,36.081,,,
29510,106,36.113,,,
29520,106,36.006,,,
29530,106,35.969,,,
29540,106,36.094,,,
29550,106,36.025,,,
29560,106,35.938,,,
29570,106,35.981,,,
29580,106,36,,,
29590,106,36.063,,,
29600,106,35.956,,,
29610,107,35.906,,,
29620,107,35.925,,,
29630,106,36.019,,,
29640,106,36.088,,,
29650,107,35.938,,,
29660,107,35.938,,,
29670,107,35.969,,,
29680,106,36.106,,,
29690,106,36.031,,,
29700,106,35.988,,,
29710,107,35.913,,,
29720,106,36.025,,,
29730,106,36.069,,,
29740,106,36.1,,,
29750,106,36.019,,,
29760,106,36.025,,,
29770,106,36.075,,,
29780,106,36.081,,,
29790,106,36.063,,,
29800,106,35.975,,,
29810,106,35.975,,,
29820,106,35.988,,,
29830,106,36.05,,,
29840,106,36.013,,,
29850,106,35.906,,,
29860,107,35.881,,,
29870,106,35.981,,,
29880,106,36,,,
29890,107,35.894,,,
29900,106,35.981,,,
29910,106,36.019,,,
29920,106,36.013,,,
29930,107,35.925,,,
29940,107,35.894,,,
29950,107,35.931,,,
29960,106,36.05,,,
29970,106,36.056,,,
29980,107,35.95,,,
29990,107,35.975,,,
30000,106,36,,,
30010,106,36.125,,,
30020,106,36.019,,,
30030,106,36.031,,,
30040,107,35.95,,,
30050,106,36.106,,,
30060,106,36.056,,,
30070,106,36.05,,,
30080,106,35.956,,,
30090,106,36.044,,,
30100,106,36.088,,,
30110,106,36.075,,,
30120,106,36.031,,,
30130,106,35.969,,,
30140,106,35.988,,,
30150,106,36.019,,,
30160,106,36.044,,,
30170,106,35.956,,,
30180,106,35.894,,,
30190,107,35.913,,,
30200,106,35.988,,,
30210,106,36.081,,,
30220,107,35.894,,,
30230,106,35.994,,,
30240,106,35.988,,,
30250,106,35.963,,,
30260,107,35.894,,,
30270,107,35.906,,,
30280,107,35.931,,,
30290,106,36.038,,,
30300,106,36.013,,,
30310,107,35.881,,,
30320,107,35.944,,,
30330,106,36.031,,,
30340,106,36.106,,,
30350,106,36.006,,,
30360,106,36.006,,,
30370,107,36,,,
30380,106,36.125,,,
30390,106,36.031,,,
30400,106,36.013,,,
30410,107,35.956,,,
30420,106,36.056,,,
30430,106,36.156,,,
30440,106,36.106,,,
30450,106,35.994,,,
30460,106,36.019,,,
30470,106,36.075,,,
30480,106,36.088,,,
30490,106,36.056,,,
30500,106,35.969,,,
30510,106,35.969,,,
30520,106,35.963,,,
30530,106,36.056,,,
30540,106,36.025,,,
30550,107,35.844,,,
30560,106,36.05,,,
30570,106,36,,,
30580,106,35.944,,,
30590,106,35.931,,,
30600,106,35.975,,,
30610,106,35.956,,,
30620,106,35.988,,,
30630,107,35.888,,,
30640,107,35.869,,,
30650,107,35.881,,,
30660,107,35.988,,,
30670,106,36.056,,,
30680,107,35.913,,,
30690,107,35.944,,,
30700,107,36.006,,,
30710,106,36.125,,,
30720,107,35.994,,,
30730,107,35.981,,,
30740,107,35.95,,,
30750,106,36.125,,,
30760,106,36.181,,,
30770,106,36.081,,,
30780,106,36.081,,,
30790,106,36.119,,,
30800,106,36.244,,,
30810,106,36.094,,,
30820,106,36.088,,,
30830,106,35.969,,,
30840,106,36.075,,,
30850,106,36.094,,,
30860,106,36.1,,,
30870,106,35.981,,,
30880,106,35.988,,,
30890,106,36.144,,,
30900,106,35.981,,,
30910,106,35.994,,,
30920,106,35.988,,,
30930,106,36.075,,,
30940,106,35.975,,,
30950,106,35.95,,,
30960,106,35.844,,,
30970,106,35.931,,,
30980,106,35.981,,,
30990,106,35.994,,,
31000,106,35.938,,,
31010,106,35.875,,,
31020,106,35.919,,,
31030,106,35.969,,,
31040,106,35.994,,,
31050,106,35.9,,,
31060,106,35.894,,,
31070,107,35.813,,,
31080,106,35.956,,,
31090,107,35.944,,,
31100,107,35.906,,,
31110,107,35.838,,,
31120,107,35.888,,,
31130,107,36,,,
31140,106,36.044,,,
31150,107,35.975,,,
31160,107,35.944,,,
31170,106,36.081,,,
31180,106,36.113,,,
31190,106,36.106,,,
31200,106,35.981,,,
31210,106,36.044,,,
31220,106,36.206,,,
31230,106,36.069,,,
31240,106,36.131,,,
31250,106,36.138,,,
31260,106,36.156,,,
31270,106,36.05,,,
31280,106,36.006,,,
31290,106,35.988,,,
31300,106,36.1,,,
31310,106,36.1,,,
31320,106,36.075,,,
31330,106,35.956,,,
31340,106,36,,,
31350,106,36.081,,,
31360,106,36.081,,,
31370,106,36.044,,,
31380,106,35.906,,,
31390,106,35.95,,,
31400,106,36.019,,,
31410,106,36.056,,,
31420,106,35.969,,,
31430,106,35.881,,,
31440,106,35.894,,,
31450,106,35.944,,,
31460,106,36.044,,,
31470,106,36,,,
31480,106,35.938,,,
31490,106,35.869,,,
31500,106,36.006,,,
31510,106,35.988,,,
31520,106,35.963,,,
31530,106,35.869,,,
31540,107,35.844,,,
31550,107,35.9,,,
31560,106,35.988,,,
31570,107,35.844,,,
31580,106,35.988,,,
31590,106,36.05,,,
31600,106,35.969,,,
31610,107,35.95,,,
31620,107,35.931,,,
31630,106,36.05,,,
31640,106,36.05,,,
31650,106,36.05,,,
31660,107,35.925,,,
31670,107,35.969,,,
31680,106,36.05,,,
31690,106,36.138,,,
31700,106,36.031,,,
31710,106,36.025,,,
31720,106,36.063,,,
31730,106,36.094,,,
31740,106,36.094,,,
31750,106,35.994,,,
31760,106,35.95,,,
31770,106,35.956,,,
31780,106,36.05,,,
31790,106,36.044,,,
31800,106,35.969,,,
31810,106,35.944,,,
31820,106,35.975,,,
31830,106,36.113,,,
31840,106,36.044,,,
31850,106,35.981,,,
31860,106,35.875,,,
31870,106,35.938,,,
31880,106,35.975,,,
31890,106,36.025,,,
31900,107,35.863,,,
31910,106,36,,,
31920,106,36.081,,,
31930,106,35.988,,,
31940,107,35.913,,,
31950,107,35.938,,,
31960,106,36.038,,,
31970,106,35.994,,,
31980,106,36,,,
31990,107,35.9,,,
32000,107,35.969,,,
32010,106,36.006,,,
32020,106,36.075,,,
32030,106,36.025,,,
32040,107,35.944,,,
32050,106,35.994,,,
32060,106,36.056,,,
32070,106,36.081,,,
32080,106,35.994,,,
32090,107,35.931,,,
32100,107,35.919,,,
32110,106,36.031,,,
32120,106,36.031,,,
32130,106,35.981,,,
32140,107,35.925,,,
32150,106,36.025,,,
32160,106,36.138,,,
32170,106,36.075,,,
32180,106,36.013,,,
32190,106,35.963,,,
32200,106,36.069,,,
32210,106,36.056,,,
32220,106,36.038,,,
32230,107,35.806,,,
32240,106,36.056,,,
32250,106,36.063,,,
32260,106,35.938,,,
32270,107,35.875,,,
32280,107,35.938,,,
32290,106,36.075,,,
32300,106,35.981,,,
32310,106,35.969,,,
32320,107,35.875,,,
32330,106,35.994,,,
32340,106,36.038,,,
32350,106,36.063,,,
32360,107,35.944,,,
32370,107,35.931,,,
32380,106,36.031,,,
32390,106,36.125,,,
32400,106,36.075,,,
32410,106,36,,,
32420,106,36.031,,,
32430,106,36.038,,,
32440,106,36.081,,,
32450,106,36.031,,,
32460,106,35.956,,,
32470,106,35.931,,,
32480,106,36.025,,,
32490,106,36.069,,,
32500,106,35.994,,,
32510,106,35.969,,,
32520,107,35.913,,,
32530,106,36.025,,,
32540,106,35.994,,,
32550,106,35.95,,,
32560,107,35.881,,,
32570,106,36.063,,,
32580,106,35.963,,,
32590,107,35.875,,,
32600,107,35.856,,,
32610,107,35.975,,,
32620,106,36.05,,,
32630,106,36.019,,,
32640,107,35.95,,,
32650,107,35.963,,,
32660,106,36.081,,,
32670,106,36.075,,,
32680,106,36.081,,,
32690,107,35.975,,,
32700,106,36.081,,,
32710,106,36.125,,,
32720,106,36.138,,,
32730,106,36.075,,,
32740,106,36.044,,,
32750,106,36.144,,,
32760,106,36.125,,,
32770,106,36.106,,,
32780,106,36.019,,,
32790,106,35.988,,,
32800,106,35.975,,,
32810,106,36.106,,,
32820,106,36.088,,,
32830,106,35.994,,,
32840,106,35.963,,,
32850,106,36.013,,,
32860,106,36.125,,,
32870,106,36.031,,,
32880,106,35.981,,,
32890,106,35.875,,,
32900,106,35.95,,,
32910,106,35.944,,,
32920,106,35.875,,,
32930,106,35.869,,,
32940,106,35.956,,,
32950,106,36.05,,,
32960,106,35.906,,,
32970,107,35.875,,,
32980,107,35.888,,,
32990,106,36,,,
33000,106,35.963,,,
33010,106,35.975,,,
33020,107,35.869,,,
33030,107,35.906,,,
33040,107,35.963,,,
33050,106,36.013,,,
33060,106,36.006,,,
33070,107,35.969,,,
33080,106,36.031,,,
33090,106,36.125,,,
33100,106,36.1,,,
33110,106,36.019,,,
33120,106,36.019,,,
33130,106,35.994,,,
33140,106,36.1,,,
33150,106,36.069,,,
33160,106,35.975,,,
33170,106,35.975,,,
33180,106,36.019,,,
33190,106,36.125,,,
33200,106,36.069,,,
33210,106,35.988,,,
33220,106,35.925,,,
33230,106,36.013,,,
33240,106,36.113,,,
33250,106,35.894,,,
33260,106,35.9,,,
33270,106,36.006,,,
33280,106,36,,,
33290,106,35.944,,,
33300,107,35.831,,,
33310,107,35.9,,,
33320,106,36.019,,,
33330,106,36,,,
33340,106,35.969,,,
33350,107,35.881,,,
33360,107,35.925,,,
33370,107,35.956,,,
33380,107,36.013,,,
33390,107,35.95,,,
33400,107,35.894,,,
33410,107,35.994,,,
33420,106,36.094,,,
33430,106,36.113,,,
33440,106,36.05,,,
33450,106,36.113,,,
33460,106,36.138,,,
33470,106,36.213,,,
33480,106,36.113,,,
33490,106,36.081,,,
33500,106,36.131,,,
33510,106,36.175,,,
33520,106,36.231,,,
33530,106,36.1,,,
33540,106,36.081,,,
33550,106,36.063,,,
33560,106,36.163,,,
33570,106,36.094,,,
33580,106,35.956,,,
33590,106,36.075,,,
33600,106,36.088,,,
33610,106,36.05,,,
33620,106,35.938,,,
33630,106,35.931,,,
33640,106,36.019,,,
33650,106,36.094,,,
33660,106,35.956,,,
33670,106,35.956,,,
33680,106,35.906,,,
33690,106,36.031,,,
33700,106,36.006,,,
33710,106,35.963,,,
33720,106,35.863,,,
33730,106,35.875,,,
33740,106,35.938,,,
33750,106,36.044,,,
33760,106,36,,,
33770,106,35.9,,,
33780,106,35.919,,,
33790,106,35.95,,,
33800,106,36.05,,,
33810,106,35.969,,,
33820,106,35.894,,,
33830,106,35.831,,,
33840,106,35.969,,,
33850,106,35.95,,,
33860,106,35.981,,,
33870,106,35.844,,,
33880,107,35.863,,,
33890,106,35.956,,,
33900,106,36,,,
33910,106,36.038,,,
33920,107,35.894,,,
33930,106,36.013,,,
33940,106,35.969,,,
33950,107,35.913,,,
33960,107,35.856,,,
33970,107,35.944,,,
33980,106,35.994,,,
33990,106,36.025,,,
34000,107,35.956,,,
34010,107,35.956,,,
34020,106,36.056,,,
34030,106,36.088,,,
34040,106,36.081,,,
34050,106,36,,,
34060,106,35.988,,,
34070,106,36.019,,,
34080,106,36.106,,,
34090,106,36.056,,,
34100,106,35.969,,,
34110,106,35.956,,,
34120,106,36.05,,,
34130,106,36.119,,,
34140,106,36.013,,,
34150,106,35.975,,,
34160,106,35.9,,,
34170,106,36.013,,,
34180,106,35.963,,,
34190,106,35.975,,,
34200,107,35.913,,,
34210,107,35.831,,,
34220,107,35.894,,,
34230,107,35.988,,,
34240,106,36.025,,,
34250,107,35.769,,,
34260,106,36.094,,,
34270,107,35.975,,,
34280,107,35.994,,,
34290,107,35.869,,,
34300,107,36.038,,,
34310,106,36.081,,,
34320,106,36.063,,,
34330,107,36,,,
34340,106,36.038,,,
34350,106,36.138,,,
34360,106,36.131,,,
34370,106,36.094,,,
34380,106,35.981,,,
34390,106,36,,,
34400,106,36.05,,,
34410,106,36.113,,,
34420,106,36.025,,,
34430,106,35.956,,,
34440,106,35.963,,,
34450,106,36,,,
34460,106,36.119,,,
34470,106,35.969,,,
34480,106,35.913,,,
34490,107,35.919,,,
34500,106,35.981,,,
34510,106,36.006,,,
34520,106,35.981,,,
34530,107,35.875,,,
34540,107,35.888,,,
34550,107,35.938,,,
34560,106,36.038,,,
34570,106,36.025,,,
34580,107,35.944,,,
34590,106,36.144,,,
34600,106,35.994,,,
34610,107,35.963,,,
34620,107,35.956,,,
34630,106,36.075,,,
34640,106,36.063,,,
34650,106,36.056,,,
34660,107,35.913,,,
34670,106,36.056,,,
34680,106,36.1,,,
34690,106,36.131,,,
34700,106,36.031,,,
34710,106,36.013,,,
34720,106,36.044,,,
34730,106,36.081,,,
34740,106,36.081,,,
34750,106,35.994,,,
34760,106,35.944,,,
34770,106,35.975,,,
34780,106,36.094,,,
34790,106,36.075,,,
34800,106,35.944,,,
34810,106,35.963,,,
34820,106,35.944,,,
34830,106,36.094,,,
34840,106,36.013,,,
34850,106,35.95,,,
34860,106,35.869,,,
34870,106,35.931,,,
34880,106,35.913,,,
34890,106,36.013,,,
34900,106,35.938,,,
34910,107,35.85,,,
34920,107,35.869,,,
34930,107,35.944,,,
34940,107,35.913,,,
34950,107,35.931,,,
34960,106,36.113,,,
34970,106,36.019,,,
34980,106,36.006,,,
34990,107,35.919,,,
35000,107,36,,,
,,,,,
,,,,,
,,,,,
,,,,,
